YEAR;SHOW;RUNNING ORDER;COUNTRY;ARTIST;SONG TITLE;LANGUAGE;PLACE;POINTS
2017;Grand Final;15;Greece;Demy;"This Is Love";English;19;77
2017;Grand Final;16;Spain;Manel Navarro;"Do It for Your Lover";Spanish, English;26;5
2017;Grand Final;17;Norway;JOWST;"Grab the Moment";English;10;158
2017;Grand Final;18;United Kingdom;Lucie Jones;"Never Give Up on You";English;15;111
2017;Grand Final;19;Cyprus;Hovig;"Gravity";English;21;68
2017;Grand Final;20;Romania;Ilinca ft. Alex Florea;"Yodel It!";English;7;282
2017;Grand Final;21;Germany;Levina;"Perfect Life";English;25;6
2017;Grand Final;22;Ukraine;O.Torvald;"Time";English;24;36
2017;Grand Final;23;Belgium;Blanche;"City Lights";English;4;363
2017;Grand Final;24;Sweden;Robin Bengtsson;"I Can't Go On";English;5;344
2017;Grand Final;25;Bulgaria;Kristian Kostov;"Beautiful Mess";English;2;615
2017;Grand Final;26;France;Alma;"Requiem";French, English;12;135
2018;Semifinal 1;01;Azerbaijan;Aisel;"X My Heart";English;11;94
2018;Semifinal 1;02;Iceland;Ari Ólafsson;"Our Choice";English;19;15
2018;Semifinal 1;03;Albania;Eugent Bushpepa;"Mall";Albanian;8;162
2018;Semifinal 1;04;Belgium;Sennek;"A Matter of Time";English;12;91
2018;Semifinal 1;05;Czech Republic;Mikolas Josef;"Lie to Me";English;3;232
2018;Semifinal 1;06;Lithuania;Ieva Zasimauskaitė;"When We're Old";English;9;119
2018;Semifinal 1;07;Israel;Netta;"Toy";English;1;283
2018;Semifinal 1;08;Belarus;Alekseev;"Forever";English;16;65
2018;Semifinal 1;09;Estonia;Elina Nechayeva;"La forza";Italian;5;201
2018;Semifinal 1;10;Bulgaria;Equinox;"Bones";English;7;177
2018;Semifinal 1;11;Macedonia;Eye Cue;"Lost and Found";English;18;24
2018;Semifinal 1;12;Croatia;Franka;"Crazy";English;17;63
2018;Semifinal 1;13;Austria;Cesár Sampson;"Nobody but You";English;4;231
2018;Semifinal 1;14;Greece;Yianna Terzi;"Oniro mou" (Όνειρό μου);Greek;14;81
2018;Semifinal 1;15;Finland;Saara Aalto;"Monsters";English;10;108
2018;Semifinal 1;16;Armenia;Sevak Khanagyan;"Qami" (Քամի);Armenian;15;79
2018;Semifinal 1;17;Switzerland;ZiBBZ;"Stones";English;13;86
2018;Semifinal 1;18;Ireland;Ryan O'Shaughnessy;"Together";English;6;179
2018;Semifinal 1;19;Cyprus;Eleni Foureira;"Fuego";English;2;262
2018;Semifinal 2;01;Norway;Alexander Rybak;"That's How You Write a Song";English;1;266
2018;Semifinal 2;02;Romania;The Humans;"Goodbye";English;11;107
2018;Semifinal 2;03;Serbia;Sanja Ilić & Balkanika;"Nova deca" (Нова деца);Serbian;9;117
2018;Semifinal 2;04;San Marino;Jessika feat. Jenifer Brening;"Who We Are";English;17;28
2018;Semifinal 2;05;Denmark;Rasmussen;"Higher Ground";English;5;204
2018;Semifinal 2;06;Russia;Julia Samoylova;"I Won't Break";English;15;65
2018;Semifinal 2;07;Moldova;DoReDoS;"My Lucky Day";English;3;235
2018;Semifinal 2;08;Netherlands;Waylon;"Outlaw in 'Em";English;7;174
2018;Semifinal 2;09;Australia;Jessica Mauboy;"We Got Love";English;4;212
2018;Semifinal 2;10;Georgia;Ethno-Jazz Band Iriao;"For You";Georgian;18;24
2018;Semifinal 2;11;Poland;Gromee feat. Lukas Meijer;"Light Me Up";English;14;81
2018;Semifinal 2;12;Malta;Christabelle;"Taboo";English;13;101
2018;Semifinal 2;13;Hungary;AWS;"Viszlát nyár";Hungarian;10;111
2018;Semifinal 2;14;Latvia;Laura Rizzotto;"Funny Girl";English;12;106
2018;Semifinal 2;15;Sweden;Benjamin Ingrosso;"Dance You Off";English;2;254
2018;Semifinal 2;16;Montenegro;Vanja Radovanović;"Inje";Montenegrin;16;40
2018;Semifinal 2;17;Slovenia;Lea Sirk;"Hvala, ne!";Slovene;8;132
2018;Semifinal 2;18;Ukraine;Mélovin;"Under the Ladder";English;6;179
2018;Grand Final;01;Ukraine;Mélovin;"Under the Ladder";English;17;130
2018;Grand Final;02;Spain;Amaia & Alfred;"Tu canción";Spanish;23;61
2018;Grand Final;03;Slovenia;Lea Sirk;"Hvala, ne!";Slovene;22;64
2018;Grand Final;04;Lithuania;Ieva Zasimauskaitė;"When We're Old";English;12;181
2018;Grand Final;05;Austria;Cesár Sampson;"Nobody but You";English;3;342
2018;Grand Final;06;Estonia;Elina Nechayeva;"La forza";Italian;8;245
2018;Grand Final;07;Norway;Alexander Rybak;"That's How You Write a Song";English;15;144
2018;Grand Final;08;Portugal;Cláudia Pascoal;"O jardim";Portuguese;26;39
2018;Grand Final;09;United Kingdom;SuRie;"Storm";English;24;48
2018;Grand Final;10;Serbia;Sanja Ilić & Balkanika;"Nova deca" (Нова деца);Serbian;19;113
2018;Grand Final;11;Germany;Michael Schulte;"You Let Me Walk Alone";English;4;340
2018;Grand Final;12;Albania;Eugent Bushpepa;"Mall";Albanian;11;184
2018;Grand Final;13;France;Madame Monsieur;"Mercy";French;13;173
2018;Grand Final;14;Czech Republic;Mikolas Josef;"Lie to Me";English;6;281
2018;Grand Final;15;Denmark;Rasmussen;"Higher Ground";English;9;226
2018;Grand Final;16;Australia;Jessica Mauboy;"We Got Love";English;20;99
2018;Grand Final;17;Finland;Saara Aalto;"Monsters";English;25;46
2018;Grand Final;18;Bulgaria;Equinox;"Bones";English;14;166
2018;Grand Final;19;Moldova;DoReDoS;"My Lucky Day";English;10;209
2018;Grand Final;20;Sweden;Benjamin Ingrosso;"Dance You Off";English;7;274
2018;Grand Final;21;Hungary;AWS;"Viszlát nyár";Hungarian;21;93
2018;Grand Final;22;Israel;Netta;"Toy";English;1;529
2018;Grand Final;23;Netherlands;Waylon;"Outlaw in 'Em";English;18;121
2018;Grand Final;24;Ireland;Ryan O'Shaughnessy;"Together";English;16;136
2018;Grand Final;25;Cyprus;Eleni Foureira;"Fuego";English;2;436
2018;Grand Final;26;Italy;Ermal Meta & Fabrizio Moro;"Non mi avete fatto niente";Italian;5;308
2019;Semifinal 1;01;Cyprus;Tamta;"Replay";English;9;149
2019;Semifinal 1;02;Montenegro;D mol;"Heaven";English;16;46
2019;Semifinal 1;03;Finland;Darude feat. Sebastian Rejman;"Look Away";English;17;23
2019;Semifinal 1;04;Poland;Tulia;"Fire of Love (Pali się)";Polish, English;11;120
2019;Semifinal 1;05;Slovenia;Zala Kralj & Gašper Šantl;"Sebi";Slovene;6;167
2019;Semifinal 1;06;Czech Republic;Lake Malawi;"Friend of a Friend";English;2;242
2019;Semifinal 1;07;Hungary;Joci Pápai;"Az én apám";Hungarian;12;97
2019;Semifinal 1;08;Belarus;ZENA;"Like It";English;10;122
2019;Semifinal 1;09;Serbia;Nevena Božović;"Kruna" (Круна);Serbian;7;156
2019;Semifinal 1;10;Belgium;Eliot;"Wake Up";English;13;70
2019;Semifinal 1;11;Georgia;Oto Nemsadze;"Keep on Going";Georgian;14;62
2019;Semifinal 1;12;Australia;Kate Miller-Heidke;"Zero Gravity";English;1;261
2019;Semifinal 1;13;Iceland;Hatari;"Hatrið mun sigra";Icelandic;3;221
2019;Semifinal 1;14;Estonia;Victor Crone;"Storm";English;4;198
2019;Semifinal 1;15;Portugal;Conan Osiris;"Telemóveis";Portuguese;15;51
2019;Semifinal 1;16;Greece;Katerine Duska;"Better Love";English;5;185
2019;Semifinal 1;17;San Marino;Serhat;"Say Na Na Na";English;8;150
2019;Semifinal 2;01;Armenia;Srbuk;"Walking Out";English;16;49
2019;Semifinal 2;02;Ireland;Sarah McTernan;"22";English;18;16
2019;Semifinal 2;03;Moldova;Anna Odobescu;"Stay";English;12;85
2019;Semifinal 2;04;Switzerland;Luca Hänni;"She Got Me";English;4;232
2019;Semifinal 2;05;Latvia;Carousel;"That Night";English;15;50
2019;Semifinal 2;06;Romania;Ester Peony;"On a Sunday";English;13;71
2019;Semifinal 2;07;Denmark;Leonora;"Love Is Forever";English, French;10;94
2019;Semifinal 2;08;Sweden;John Lundvik;"Too Late for Love";English;3;238
2019;Semifinal 2;09;Austria;PÆNDA;"Limits";English;17;21
2019;Semifinal 2;10;Croatia;Roko;"The Dream";English, Croatian;14;64
2019;Semifinal 2;11;Malta;Michela;"Chameleon";English;8;157
2019;Semifinal 2;12;Lithuania;Jurij Veklenko;"Run with the Lions";English;11;93
2019;Semifinal 2;13;Russia;Sergey Lazarev;"Scream";English;6;217
2019;Semifinal 2;14;Albania;Jonida Maliqi;"Ktheju tokës";Albanian;9;96
2019;Semifinal 2;15;Norway;KEiiNO;"Spirit in the Sky";English;7;210
2019;Semifinal 2;16;Netherlands;Duncan Laurence;"Arcade";English;1;280
2019;Semifinal 2;17;North Macedonia;Tamara Todevska;"Proud";English;2;239
2019;Semifinal 2;18;Azerbaijan;Chingiz;"Truth";English;5;224
2019;Grand Final;01;Malta;Michela;"Chameleon";English;14;107
2019;Grand Final;02;Albania;Jonida Maliqi;"Ktheju tokës";Albanian;17;90
2019;Grand Final;03;Czech Republic;Lake Malawi;"Friend of a Friend";English;11;157
2019;Grand Final;04;Germany;S!sters;"Sister";English;25;24
2019;Grand Final;05;Russia;Sergey Lazarev;"Scream";English;3;370
2019;Grand Final;06;Denmark;Leonora;"Love Is Forever";English, French;12;120
2019;Grand Final;07;San Marino;Serhat;"Say Na Na Na";English;19;77
2019;Grand Final;08;North Macedonia;Tamara Todevska;"Proud";English;7;305
2019;Grand Final;09;Sweden;John Lundvik;"Too Late for Love";English;5;334
2019;Grand Final;10;Slovenia;Zala Kralj & Gašper Šantl;"Sebi";Slovene;15;105
2019;Grand Final;11;Cyprus;Tamta;"Replay";English;13;109
2019;Grand Final;12;Netherlands;Duncan Laurence;"Arcade";English;1;498
2019;Grand Final;13;Greece;Katerine Duska;"Better Love";English;21;74
2019;Grand Final;14;Israel;Kobi Marimi;"Home";English;23;35
2019;Grand Final;15;Norway;KEiiNO;"Spirit in the Sky";English;6;331
2019;Grand Final;16;United Kingdom;Michael Rice;"Bigger than Us";English;26;11
2019;Grand Final;17;Iceland;Hatari;"Hatrið mun sigra";Icelandic;10;232
2019;Grand Final;18;Estonia;Victor Crone;"Storm";English;20;76
2019;Grand Final;19;Belarus;ZENA;"Like It";English;24;31
2019;Grand Final;20;Azerbaijan;Chingiz;"Truth";English;8;302
2019;Grand Final;21;France;Bilal Hassani;"Roi";French, English;16;105
2019;Grand Final;22;Italy;Mahmood;"Soldi";Italian;2;472
2019;Grand Final;23;Serbia;Nevena Božović;"Kruna" (Круна);Serbian;18;89
2019;Grand Final;24;Switzerland;Luca Hänni;"She Got Me";English;4;364
2019;Grand Final;25;Australia;Kate Miller-Heidke;"Zero Gravity";English;9;284
2019;Grand Final;26;Spain;Miki;"La Venda";Spanish;22;54
